step,time,dt,kinetic_energy,strain_energy,dissipation_rate,integrated_dissipation,total_energy
1,0.0,0.0001,0.0248716230560962,5.040536919591198e-09,0.007778797500511738,7.778797500511738e-07,0.02487240597638317
200,0.019899999999999935,0.0001,0.024589295859315165,0.00017351560803274553,0.00754223350555867,0.00015165549574280504,0.024914466963090715
400,0.039900000000000116,0.0001,0.023986350805826943,0.0006617536862804511,0.00755424096504675,0.00030239422618315325,0.024950498718290547
600,0.05990000000000069,0.0001,0.023128165255899037,0.0014067239664621804,0.00781517652297117,0.00045546974673283834,0.024990358969094056
800,0.07990000000000126,0.0001,0.02209633516865311,0.0023144292130968303,0.008212995224192473,0.0006161944780103596,0.025026958859760303
1000,0.09990000000000183,0.0001,0.02097914785379189,0.0033063008859501933,0.008909103370703695,0.0007863510485476811,0.025071799788289766
1200,0.11990000000000241,0.0001,0.019871561676881398,0.004288499571292727,0.009875914431090687,0.0009745850560467014,0.025134646304220826
1400,0.1399000000000009,0.0001,0.018857798072030037,0.005167994265040074,0.010865334975194776,0.0011810858250833076,0.02520687816215342
1600,0.1598999999999987,0.0001,0.01802021923013393,0.005860765066726392,0.012222479227628544,0.0014107081771603548,0.025291692474020678
1800,0.1798999999999965,0.0001,0.01742560117135375,0.006291643148817385,0.013834771203830221,0.0016711552347060373,0.02538839955487717
2000,0.1998999999999943,0.0001,0.01711041770049655,0.006413744048116128,0.01563495294629589,0.001966283798311167,0.025490445546923843
2200,0.2198999999999921,0.0001,0.017076791912170732,0.006195055620987325,0.01770543301264265,0.002298688309844039,0.025570535843002097
2400,0.2398999999999899,0.0001,0.017291494480675504,0.005707816345654627,0.020159046688101045,0.002678005620301256,0.025677316446631387
2600,0.2598999999999877,0.0001,0.01768399495941552,0.005007636840478909,0.0221755253208466,0.0031021077342911737,0.0257937395341856
2800,0.2798999999999855,0.0001,0.018173777938149605,0.004166678102958831,0.024269604625101745,0.003565592417626958,0.025906048458735394
3000,0.2998999999999833,0.0001,0.018676706333300205,0.003292319934632271,0.026254347991891365,0.004070356111302389,0.026039382379234866
3200,0.3198999999999811,0.0001,0.019113802700391418,0.0024740108819824025,0.0281483227903837,0.004615284112090991,0.02620309769446481
3400,0.3398999999999789,0.0001,0.01942028018859929,0.0017624414143439589,0.02989126440352019,0.005196726767661038,0.026379448370604287
