step,time,dt,kinetic_energy,strain_energy,dissipation_rate,integrated_dissipation,total_energy
3600,0.3598999999999767,0.0001,0.019549396143129588,0.001220470363545641,0.030911946831269882,0.0058061282987092845,0.02657599480538451
3800,0.3798999999999745,0.0001,0.019476431719279326,0.0008633852631825871,0.030867632390493303,0.006425594320974049,0.026765411303435963
4000,0.3998999999999723,0.0001,0.01920260450224662,0.0007147523902951048,0.02966008079746252,0.007032677349191336,0.026950034241733062
4200,0.4198999999999701,0.0001,0.018751055677047844,0.0007629994861120578,0.02764479647713649,0.007606918984299152,0.02712097414745905
4400,0.4398999999999679,0.0001,0.018161773416928404,0.0009790493376042597,0.025215654867405943,0.008136130646499692,0.027276953401032356
4600,0.45989999999996567,0.0001,0.017479740222753105,0.0013195466660458762,0.022690823475221514,0.00861491313766196,0.02741420002646094
4800,0.47989999999996347,0.0001,0.016753486381768972,0.0017247287834872243,0.02012177106285234,0.009042748202174294,0.02752096336743049
5000,0.49989999999996126,0.0001,0.016028917434407135,0.002166267251955091,0.017654963034957488,0.009420118635094947,0.027615303321457174
5200,0.5198999999999591,0.0001,0.015349436028476996,0.002582838092838582,0.015302924008078676,0.009749494520752352,0.02768176864206793
5400,0.5398999999999569,0.0001,0.014752473041371825,0.00295975709161731,0.013169582232782523,0.01003364727192873,0.027745877404917865
5600,0.5598999999999547,0.0001,0.014270951228270217,0.0032502071426573115,0.011241477088547667,0.01027701163886687,0.0277981700097944
5800,0.5798999999999525,0.0001,0.013932746123629075,0.0033976223725978084,0.009581545135459323,0.010484816383969257,0.02781518488019614
6000,0.5998999999999503,0.0001,0.013756392174838561,0.00342859094161902,0.008226055284950075,0.01066215294754195,0.02784713606399953
6200,0.619899999999948,0.0001,0.013751004739652059,0.003298753601911211,0.0072343227351006085,0.010816111064634834,0.027865869406198104
6400,0.6398999999999458,0.0001,0.013909154086412617,0.0030190369399628082,0.006689713366977819,0.010954790778262192,0.027882981804637615
6600,0.6598999999999436,0.0001,0.014203664326298542,0.00258020821443467,0.0065672104196291626,0.01108669660839835,0.027870569149131566
6800,0.6798999999999414,0.0001,0.014585988401633424,0.0020778909634000162,0.006737810057654392,0.011219422344954306,0.02788330170998775
7000,0.6998999999999392,0.0001,0.014991899804637832,0.0015318500687324617,0.007079914114293407,0.011357567371919619,0.027881317245289913
7200,0.719899999999937,0.0001,0.015352999078735767,0.0010485941799964833,0.007350231311412544,0.011502163046706601,0.02790375630543885
7400,0.7398999999999348,0.0001,0.015611546964330718,0.0006673750509849757,0.0074355690364150085,0.011650420357556542,0.027929342372872236
7600,0.7598999999999326,0.0001,0.01573070750663849,0.00043450956947815834,0.007267855398366365,0.011797792093283799,0.02796300916940045
7800,0.7798999999999304,0.0001,0.015697003656895494,0.0003585649255375129,0.006886659758460837,0.01193958345889737,0.02799515204133038
8000,0.7998999999999282,0.0001,0.015516735451574627,0.0004353512209638029,0.0063775747909235155,0.012072319795112203,0.02802440646765063
8200,0.819899999999926,0.0001,0.015209739788373157,0.0006522968304107041,0.005821681866356795,0.012194242400964318,0.02805627901974818
8400,0.8398999999999238,0.0001,0.014804512502892476,0.0009737645218521087,0.005344672182992837,0.012305739574624372,0.028084016599368957
8600,0.8598999999999216,0.0001,0.014333793861117439,0.001359786493926792,0.00499994655254178,0.012408986078926681,0.028102566433970914
8800,0.8798999999999194,0.0001,0.013832123451438676,0.0017802389531224958,0.004824405186371627,0.012506969557497109,0.02811933196205828
9000,0.8998999999999172,0.0001,0.013335048467445687,0.0021950957048730542,0.004820064447021696,0.012603154805716086,0.028133298978034828
9200,0.919899999999915,0.0001,0.012877747366350655,0.002573229595839865,0.004996036913047396,0.012701031838342466,0.028152008800532986
9400,0.9398999999999128,0.0001,0.012493569359634147,0.0028686870806076074,0.005321957952680685,0.012803921992485307,0.028166178432727063
9600,0.9598999999999106,0.0001,0.012212085600436436,0.0030598326999278906,0.005871629965884686,0.012915484473456055,0.028187402773820383
9800,0.9798999999999084,0.0001,0.012055593004916433,0.003108378082235729,0.006784994557647412,0.013041459721225218,0.028205430808377382
10000,0.9998999999999062,0.0001,0.012032476206886283,0.0030190999779122797,0.007825936267977176,0.01318753413308411,0.028239110317882673
